Asus;6;1;-33;20;-155;F
Asus;6;1;-33;19;-155;F
Asus;6;1;-33;18;-155;F
Asus;6;1;-33;17;-155;F
Asus;6;1;-33;16;-155;F
Asus;6;1;-33;15;-155;F
Asus;6;1;-33;14;-155;F
Asus;6;1;-33;13;-155;F
Asus;6;1;-33;12;-155;F
Asus;6;1;-33;11;-155;F
Asus;6;1;-33;10;-155;F
Asus;6;1;-33;9;-155;F
Asus;6;1;-33;8;-155;F
Asus;6;1;-33;7;-155;F
Asus;6;1;-33;6;-155;F
Asus;6;1;-33;5;-155;F
Asus;6;1;-33;4;-155;F
Asus;6;1;-33;3;-155;F
Asus;6;1;-33;2;-155;F
Asus;6;1;-33;1;-155;F
Asus;6;1;-33;0;-155;F
Asus;6;1;-33;-1;-155;F
Asus;6;1;-33;-2;-155;F
Asus;6;1;-33;-3;-155;F
Asus;6;1;-33;-4;-155;F
Asus;6;1;-33;-5;-155;F
Asus;6;1;-33;-6;-155;F
Asus;6;1;-33;-7;-155;F
Asus;6;1;-33;-8;-155;S
Asus;6;1;-33;-9;-155;S
Asus;6;1;-33;-10;-155;S
Asus;6;1;-33;-11;-155;S
Asus;6;1;-33;-12;-155;S
Asus;6;1;-33;-13;-155;S
Asus;6;1;-33;-14;-155;S
Asus;6;1;-33;-15;-155;S
Asus;6;1;-33;-16;-155;S
Asus;6;1;-33;-17;-155;S
Asus;6;1;-33;-18;-155;S
Asus;6;1;-33;-19;-155;S
Asus;6;1;-33;-20;-155;S
Asus;6;1;-32;20;-155;F
Asus;6;1;-32;19;-155;F
Asus;6;1;-32;18;-155;F
Asus;6;1;-32;17;-155;F
Asus;6;1;-32;16;-155;F
Asus;6;1;-32;15;-155;F
Asus;6;1;-32;14;-155;F
Asus;6;1;-32;13;-155;F
Asus;6;1;-32;12;-155;F
Asus;6;1;-32;11;-155;F
Asus;6;1;-32;10;-155;F
Asus;6;1;-32;9;-155;F
Asus;6;1;-32;8;-155;F
Asus;6;1;-32;7;-155;F
Asus;6;1;-32;6;-155;F
Asus;6;1;-32;5;-155;F
Asus;6;1;-32;4;-155;F
Asus;6;1;-32;3;-155;F
Asus;6;1;-32;2;-155;F
Asus;6;1;-32;1;-155;F
Asus;6;1;-32;0;-155;F
Asus;6;1;-32;-1;-155;F
Asus;6;1;-32;-2;-155;F
Asus;6;1;-32;-3;-155;F
Asus;6;1;-32;-4;-155;F
Asus;6;1;-32;-5;-155;F
Asus;6;1;-32;-6;-155;F
Asus;6;1;-32;-7;-155;F
Asus;6;1;-32;-8;-155;F
Asus;6;1;-32;-9;-155;F
Asus;6;1;-32;-10;-155;S
Asus;6;1;-32;-11;-155;S
Asus;6;1;-32;-12;-155;S
Asus;6;1;-32;-13;-155;S
Asus;6;1;-32;-14;-155;S
Asus;6;1;-32;-15;-155;S
Asus;6;1;-32;-16;-155;S
Asus;6;1;-32;-17;-155;S
Asus;6;1;-32;-18;-155;S
Asus;6;1;-32;-19;-155;S
Asus;6;1;-32;-20;-155;S
Asus;6;1;-31;20;-155;F
Asus;6;1;-31;19;-155;F
Asus;6;1;-31;18;-155;F
Asus;6;1;-31;17;-155;F
Asus;6;1;-31;16;-155;F
Asus;6;1;-31;15;-155;F
Asus;6;1;-31;14;-155;F
Asus;6;1;-31;13;-155;F
Asus;6;1;-31;12;-155;F
Asus;6;1;-31;11;-155;F
Asus;6;1;-31;10;-155;F
Asus;6;1;-31;9;-155;F
Asus;6;1;-31;8;-155;F
Asus;6;1;-31;7;-155;F
Asus;6;1;-31;6;-155;F
Asus;6;1;-31;5;-155;F
Asus;6;1;-31;4;-155;F
Asus;6;1;-31;3;-155;F
Asus;6;1;-31;2;-155;F
Asus;6;1;-31;1;-155;F
Asus;6;1;-31;0;-155;F
Asus;6;1;-31;-1;-155;F
Asus;6;1;-31;-2;-155;F
Asus;6;1;-31;-3;-155;F
Asus;6;1;-31;-4;-155;F
Asus;6;1;-31;-5;-155;F
Asus;6;1;-31;-6;-155;F
Asus;6;1;-31;-7;-155;F
Asus;6;1;-31;-8;-155;F
Asus;6;1;-31;-9;-155;S
Asus;6;1;-31;-10;-155;S
Asus;6;1;-31;-11;-155;S
Asus;6;1;-31;-12;-155;S
Asus;6;1;-31;-13;-155;S
Asus;6;1;-31;-14;-155;S
Asus;6;1;-31;-15;-155;S
Asus;6;1;-31;-16;-155;S
Asus;6;1;-31;-17;-155;S
Asus;6;1;-31;-18;-155;S
Asus;6;1;-31;-19;-155;S
Asus;6;1;-31;-20;-155;S
Asus;6;1;-30;20;-155;F
Asus;6;1;-30;19;-155;F
Asus;6;1;-30;18;-155;F
Asus;6;1;-30;17;-155;F
Asus;6;1;-30;16;-155;F
Asus;6;1;-30;15;-155;F
Asus;6;1;-30;14;-155;F
Asus;6;1;-30;13;-155;F
Asus;6;1;-30;12;-155;F
Asus;6;1;-30;11;-155;F
Asus;6;1;-30;10;-155;F
Asus;6;1;-30;9;-155;F
Asus;6;1;-30;8;-155;F
Asus;6;1;-30;7;-155;F
Asus;6;1;-30;6;-155;F
Asus;6;1;-30;5;-155;F
Asus;6;1;-30;4;-155;F
Asus;6;1;-30;3;-155;F
Asus;6;1;-30;2;-155;F
Asus;6;1;-30;1;-155;F
Asus;6;1;-30;0;-155;F
Asus;6;1;-30;-1;-155;F
Asus;6;1;-30;-2;-155;F
Asus;6;1;-30;-3;-155;F
Asus;6;1;-30;-4;-155;F
Asus;6;1;-30;-5;-155;F
Asus;6;1;-30;-6;-155;F
Asus;6;1;-30;-7;-155;F
Asus;6;1;-30;-8;-155;F
Asus;6;1;-30;-9;-155;S
Asus;6;1;-30;-10;-155;S
Asus;6;1;-30;-11;-155;S
Asus;6;1;-30;-12;-155;S
Asus;6;1;-30;-13;-155;S
Asus;6;1;-30;-14;-155;S
Asus;6;1;-30;-15;-155;S
Asus;6;1;-30;-16;-155;S
Asus;6;1;-30;-17;-155;S
Asus;6;1;-30;-18;-155;S
Asus;6;1;-30;-19;-155;S
Asus;6;1;-30;-20;-155;S
Asus;6;1;-29;20;-155;F
Asus;6;1;-29;19;-155;F
Asus;6;1;-29;18;-155;F
Asus;6;1;-29;17;-155;F
Asus;6;1;-29;16;-155;F
Asus;6;1;-29;15;-155;F
Asus;6;1;-29;14;-155;F
Asus;6;1;-29;13;-155;F
Asus;6;1;-29;12;-155;F
Asus;6;1;-29;11;-155;F
Asus;6;1;-29;10;-155;F
Asus;6;1;-29;9;-155;F
Asus;6;1;-29;8;-155;F
Asus;6;1;-29;7;-155;F
Asus;6;1;-29;6;-155;F
Asus;6;1;-29;5;-155;F
Asus;6;1;-29;4;-155;F
Asus;6;1;-29;3;-155;F
Asus;6;1;-29;2;-155;F
Asus;6;1;-29;1;-155;F
Asus;6;1;-29;0;-155;F
Asus;6;1;-29;-1;-155;F
Asus;6;1;-29;-2;-155;F
Asus;6;1;-29;-3;-155;F
Asus;6;1;-29;-4;-155;F
Asus;6;1;-29;-5;-155;F
Asus;6;1;-29;-6;-155;F
Asus;6;1;-29;-7;-155;F
Asus;6;1;-29;-8;-155;F
Asus;6;1;-29;-9;-155;F
Asus;6;1;-29;-10;-155;S
Asus;6;1;-29;-11;-155;S
Asus;6;1;-29;-12;-155;S
Asus;6;1;-29;-13;-155;S
Asus;6;1;-29;-14;-155;S
Asus;6;1;-29;-15;-155;S
Asus;6;1;-29;-16;-155;S
Asus;6;1;-29;-17;-155;S
Asus;6;1;-29;-18;-155;S
Asus;6;1;-29;-19;-155;S
Asus;6;1;-29;-20;-155;S
Asus;6;1;-28;20;-155;F
Asus;6;1;-28;19;-155;F
Asus;6;1;-28;18;-155;F
Asus;6;1;-28;17;-155;F
Asus;6;1;-28;16;-155;F
Asus;6;1;-28;15;-155;F
Asus;6;1;-28;14;-155;F
Asus;6;1;-28;13;-155;F
Asus;6;1;-28;12;-155;F
Asus;6;1;-28;11;-155;F
Asus;6;1;-28;10;-155;F
Asus;6;1;-28;9;-155;F
Asus;6;1;-28;8;-155;F
Asus;6;1;-28;7;-155;F
Asus;6;1;-28;6;-155;F
Asus;6;1;-28;5;-155;F
Asus;6;1;-28;4;-155;F
Asus;6;1;-28;3;-155;F
Asus;6;1;-28;2;-155;F
Asus;6;1;-28;1;-155;F
Asus;6;1;-28;0;-155;F
Asus;6;1;-28;-1;-155;F
Asus;6;1;-28;-2;-155;F
Asus;6;1;-28;-3;-155;F
Asus;6;1;-28;-4;-155;F
Asus;6;1;-28;-5;-155;F
Asus;6;1;-28;-6;-155;F
Asus;6;1;-28;-7;-155;F
Asus;6;1;-28;-8;-155;F
Asus;6;1;-28;-9;-155;S
Asus;6;1;-28;-10;-155;S
Asus;6;1;-28;-11;-155;S
Asus;6;1;-28;-12;-155;S
Asus;6;1;-28;-13;-155;S
Asus;6;1;-28;-14;-155;S
Asus;6;1;-28;-15;-155;S
Asus;6;1;-28;-16;-155;S
Asus;6;1;-28;-17;-155;S
Asus;6;1;-28;-18;-155;S
Asus;6;1;-28;-19;-155;S
Asus;6;1;-28;-20;-155;S
Asus;6;1;-27;20;-155;F
Asus;6;1;-27;19;-155;F
Asus;6;1;-27;18;-155;F
Asus;6;1;-27;17;-155;F
Asus;6;1;-27;16;-155;F
Asus;6;1;-27;15;-155;F
Asus;6;1;-27;14;-155;F
Asus;6;1;-27;13;-155;F
Asus;6;1;-27;12;-155;F
Asus;6;1;-27;11;-155;F
Asus;6;1;-27;10;-155;F
Asus;6;1;-27;9;-155;F
Asus;6;1;-27;8;-155;F
Asus;6;1;-27;7;-155;F
Asus;6;1;-27;6;-155;F
Asus;6;1;-27;5;-155;F
Asus;6;1;-27;4;-155;F
Asus;6;1;-27;3;-155;F
Asus;6;1;-27;2;-155;F
Asus;6;1;-27;1;-155;F
Asus;6;1;-27;0;-155;F
Asus;6;1;-27;-1;-155;F
Asus;6;1;-27;-2;-155;F
Asus;6;1;-27;-3;-155;F
Asus;6;1;-27;-4;-155;F
Asus;6;1;-27;-5;-155;F
Asus;6;1;-27;-6;-155;F
Asus;6;1;-27;-7;-155;F
Asus;6;1;-27;-8;-155;F
Asus;6;1;-27;-9;-155;S
Asus;6;1;-27;-10;-155;S
Asus;6;1;-27;-11;-155;S
Asus;6;1;-27;-12;-155;S
Asus;6;1;-27;-13;-155;S
Asus;6;1;-27;-14;-155;S
Asus;6;1;-27;-15;-155;S
Asus;6;1;-27;-16;-155;S
Asus;6;1;-27;-17;-155;S
Asus;6;1;-27;-18;-155;S
Asus;6;1;-27;-19;-155;S
Asus;6;1;-27;-20;-155;S
Asus;6;1;-26;20;-155;F
Asus;6;1;-26;19;-155;F
Asus;6;1;-26;18;-155;F
Asus;6;1;-26;17;-155;F
Asus;6;1;-26;16;-155;F
Asus;6;1;-26;15;-155;F
Asus;6;1;-26;14;-155;F
Asus;6;1;-26;13;-155;F
Asus;6;1;-26;12;-155;F
Asus;6;1;-26;11;-155;F
Asus;6;1;-26;10;-155;F
Asus;6;1;-26;9;-155;F
Asus;6;1;-26;8;-155;F
Asus;6;1;-26;7;-155;F
Asus;6;1;-26;6;-155;F
Asus;6;1;-26;5;-155;F
Asus;6;1;-26;4;-155;F
Asus;6;1;-26;3;-155;F
Asus;6;1;-26;2;-155;F
Asus;6;1;-26;1;-155;F
Asus;6;1;-26;0;-155;F
Asus;6;1;-26;-1;-155;F
Asus;6;1;-26;-2;-155;F
Asus;6;1;-26;-3;-155;F
Asus;6;1;-26;-4;-155;F
Asus;6;1;-26;-5;-155;F
Asus;6;1;-26;-6;-155;F
Asus;6;1;-26;-7;-155;F
Asus;6;1;-26;-8;-155;F
Asus;6;1;-26;-9;-155;F
Asus;6;1;-26;-10;-155;S
Asus;6;1;-26;-11;-155;S
Asus;6;1;-26;-12;-155;S
Asus;6;1;-26;-13;-155;S
Asus;6;1;-26;-14;-155;S
Asus;6;1;-26;-15;-155;S
Asus;6;1;-26;-16;-155;S
Asus;6;1;-26;-17;-155;S
Asus;6;1;-26;-18;-155;S
Asus;6;1;-26;-19;-155;S
Asus;6;1;-26;-20;-155;S
Asus;6;1;-25;20;-155;F
Asus;6;1;-25;19;-155;F
Asus;6;1;-25;18;-155;F
Asus;6;1;-25;17;-155;F
Asus;6;1;-25;16;-155;F
Asus;6;1;-25;15;-155;F
Asus;6;1;-25;14;-155;F
Asus;6;1;-25;13;-155;F
Asus;6;1;-25;12;-155;F
Asus;6;1;-25;11;-155;F
Asus;6;1;-25;10;-155;F
Asus;6;1;-25;9;-155;F
Asus;6;1;-25;8;-155;F
Asus;6;1;-25;7;-155;F
Asus;6;1;-25;6;-155;F
Asus;6;1;-25;5;-155;F
Asus;6;1;-25;4;-155;F
Asus;6;1;-25;3;-155;F
Asus;6;1;-25;2;-155;F
Asus;6;1;-25;1;-155;F
Asus;6;1;-25;0;-155;F
Asus;6;1;-25;-1;-155;F
Asus;6;1;-25;-2;-155;F
Asus;6;1;-25;-3;-155;F
Asus;6;1;-25;-4;-155;F
Asus;6;1;-25;-5;-155;F
Asus;6;1;-25;-6;-155;F
Asus;6;1;-25;-7;-155;F
Asus;6;1;-25;-8;-155;F
Asus;6;1;-25;-9;-155;F
Asus;6;1;-25;-10;-155;S
Asus;6;1;-25;-11;-155;S
Asus;6;1;-25;-12;-155;S
Asus;6;1;-25;-13;-155;S
Asus;6;1;-25;-14;-155;S
Asus;6;1;-25;-15;-155;S
Asus;6;1;-25;-16;-155;S
Asus;6;1;-25;-17;-155;S
Asus;6;1;-25;-18;-155;S
Asus;6;1;-25;-19;-155;S
Asus;6;1;-25;-20;-155;S
Asus;6;1;-24;20;-155;F
Asus;6;1;-24;19;-155;F
Asus;6;1;-24;18;-155;F
Asus;6;1;-24;17;-155;F
Asus;6;1;-24;16;-155;F
Asus;6;1;-24;15;-155;F
Asus;6;1;-24;14;-155;F
Asus;6;1;-24;13;-155;F
Asus;6;1;-24;12;-155;F
Asus;6;1;-24;11;-155;F
Asus;6;1;-24;10;-155;F
Asus;6;1;-24;9;-155;F
Asus;6;1;-24;8;-155;F
Asus;6;1;-24;7;-155;F
Asus;6;1;-24;6;-155;F
Asus;6;1;-24;5;-155;F
Asus;6;1;-24;4;-155;F
Asus;6;1;-24;3;-155;F
Asus;6;1;-24;2;-155;F
Asus;6;1;-24;1;-155;F
Asus;6;1;-24;0;-155;F
Asus;6;1;-24;-1;-155;F
Asus;6;1;-24;-2;-155;F
Asus;6;1;-24;-3;-155;F
Asus;6;1;-24;-4;-155;F
Asus;6;1;-24;-5;-155;F
Asus;6;1;-24;-6;-155;F
Asus;6;1;-24;-7;-155;F
Asus;6;1;-24;-8;-155;F
Asus;6;1;-24;-9;-155;S
Asus;6;1;-24;-10;-155;S
Asus;6;1;-24;-11;-155;S
Asus;6;1;-24;-12;-155;S
Asus;6;1;-24;-13;-155;S
Asus;6;1;-24;-14;-155;S
Asus;6;1;-24;-15;-155;S
Asus;6;1;-24;-16;-155;S
Asus;6;1;-24;-17;-155;S
Asus;6;1;-24;-18;-155;S
Asus;6;1;-24;-19;-155;S
Asus;6;1;-24;-20;-155;S
Asus;6;1;-23;20;-155;F
Asus;6;1;-23;19;-155;F
Asus;6;1;-23;18;-155;F
Asus;6;1;-23;17;-155;F
Asus;6;1;-23;16;-155;F
Asus;6;1;-23;15;-155;F
Asus;6;1;-23;14;-155;F
Asus;6;1;-23;13;-155;F
Asus;6;1;-23;12;-155;F
Asus;6;1;-23;11;-155;F
Asus;6;1;-23;10;-155;F
Asus;6;1;-23;9;-155;F
Asus;6;1;-23;8;-155;F
Asus;6;1;-23;7;-155;F
Asus;6;1;-23;6;-155;F
Asus;6;1;-23;5;-155;F
Asus;6;1;-23;4;-155;F
Asus;6;1;-23;3;-155;F
Asus;6;1;-23;2;-155;F
Asus;6;1;-23;1;-155;F
Asus;6;1;-23;0;-155;F
Asus;6;1;-23;-1;-155;F
Asus;6;1;-23;-2;-155;F
Asus;6;1;-23;-3;-155;F
Asus;6;1;-23;-4;-155;F
Asus;6;1;-23;-5;-155;F
Asus;6;1;-23;-6;-155;F
Asus;6;1;-23;-7;-155;F
Asus;6;1;-23;-8;-155;F
Asus;6;1;-23;-9;-155;S
Asus;6;1;-23;-10;-155;S
Asus;6;1;-23;-11;-155;S
Asus;6;1;-23;-12;-155;S
Asus;6;1;-23;-13;-155;S
Asus;6;1;-23;-14;-155;S
Asus;6;1;-23;-15;-155;S
Asus;6;1;-23;-16;-155;S
Asus;6;1;-23;-17;-155;S
Asus;6;1;-23;-18;-155;S
Asus;6;1;-23;-19;-155;S
Asus;6;1;-23;-20;-155;S
Asus;6;1;-22;20;-155;F
Asus;6;1;-22;19;-155;F
Asus;6;1;-22;18;-155;F
Asus;6;1;-22;17;-155;F
Asus;6;1;-22;16;-155;F
Asus;6;1;-22;15;-155;F
Asus;6;1;-22;14;-155;F
Asus;6;1;-22;13;-155;F
Asus;6;1;-22;12;-155;F
Asus;6;1;-22;11;-155;F
Asus;6;1;-22;10;-155;F
Asus;6;1;-22;9;-155;F
Asus;6;1;-22;8;-155;F
Asus;6;1;-22;7;-155;F
Asus;6;1;-22;6;-155;F
Asus;6;1;-22;5;-155;F
Asus;6;1;-22;4;-155;F
Asus;6;1;-22;3;-155;F
Asus;6;1;-22;2;-155;F
Asus;6;1;-22;1;-155;F
Asus;6;1;-22;0;-155;F
Asus;6;1;-22;-1;-155;F
Asus;6;1;-22;-2;-155;F
Asus;6;1;-22;-3;-155;F
Asus;6;1;-22;-4;-155;F
Asus;6;1;-22;-5;-155;F
Asus;6;1;-22;-6;-155;F
Asus;6;1;-22;-7;-155;F
Asus;6;1;-22;-8;-155;F
Asus;6;1;-22;-9;-155;S
Asus;6;1;-22;-10;-155;S
Asus;6;1;-22;-11;-155;S
Asus;6;1;-22;-12;-155;S
Asus;6;1;-22;-13;-155;S
Asus;6;1;-22;-14;-155;S
Asus;6;1;-22;-15;-155;S
Asus;6;1;-22;-16;-155;S
